年,月,日,時,気温(℃),風速(m/s),風速(m/s),降水量(mm),降水量(mm)
2018,11,26,4,7.8,2.1,北西,0,1
2018,11,26,5,7.5,2.4,北西,0,1
2018,11,26,6,7.5,2.1,北西,0,1
2018,11,26,7,7.8,2.1,北北西,0,1
2018,11,26,8,10.1,1.6,北,0,1
2018,11,26,9,12.4,1.5,北北東,0,1
2018,11,26,10,14.6,1.4,北北東,0,1
2018,11,26,11,14.6,2.8,東北東,0,1
2018,11,26,12,16.6,1.7,東南東,0,1
2018,11,26,13,16.7,2.8,東南東,0,1
2018,11,26,14,16.4,1.4,南南東,0,1
2018,11,26,15,16.2,2.3,南南東,0,1
2018,11,26,16,14.4,1.4,東,0,1
2018,11,26,17,14.4,2.9,南南東,0,1
2018,11,26,18,14.8,2.0,南東,0,1
2018,11,26,19,13.5,1.1,東南東,0,1
2018,11,26,20,14.3,2.3,東北東,0,1
2018,11,26,21,13.7,1.8,東北東,0,1
2018,11,26,22,14.1,1.4,東北東,0,1
2018,11,26,23,13.4,1.5,東北東,0,1
2018,11,26,24,13.7,1.6,北北西,0,1
2018,11,27,1,13.6,1.7,北北西,0,1
2018,11,27,2,13.3,1.5,北,0,1
2018,11,27,3,12.9,2.4,北北西,0,1
2018,11,27,4,12.4,1.8,北北西,0.0,0
2018,11,27,5,11.6,2.5,北西,0.0,0
2018,11,27,6,11.7,1.3,北北西,0,1
2018,11,27,7,12.2,2.0,北西,0,1
2018,11,27,8,12.7,2.7,北北西,0,1
2018,11,27,9,13.7,1.3,北北西,0,1
2018,11,27,10,14.7,2.0,北西,0,1
2018,11,27,11,15.5,1.6,北西,0,1
2018,11,27,12,16.7,1.4,西北西,0,1
2018,11,27,13,17.2,1.2,北,0,1
2018,11,27,14,16.8,1.0,南東,0,1
2018,11,27,15,16.5,2.7,南,0,1
2018,11,27,16,14.7,2.0,南,0,1
2018,11,27,17,13.2,2.7,南,0,1
2018,11,27,18,13.5,2.3,南南東,0,1
2018,11,27,19,13.0,0.7,南南東,0,1
2018,11,27,20,13.3,1.4,北北東,0,1
2018,11,27,21,13.2,2.0,北北東,0,1
2018,11,27,22,13.8,0.6,北北西,0,1
2018,11,27,23,12.9,2.8,北西,0,1
2018,11,27,24,11.8,1.9,北北西,0,1
2018,11,28,1,10.5,1.1,北西,0,1
2018,11,28,2,10.4,0.8,北,0,1
2018,11,28,3,10.8,1.5,北北東,0,1
2018,11,28,4,9.8,2.1,北東,0,1
2018,11,28,5,9.3,1.3,北北西,0,1
2018,11,28,6,9.7,2.4,北北西,0,1
2018,11,28,7,9.6,0.3,東南東,0,1
2018,11,28,8,11.5,0.7,北北東,0,1
2018,11,28,9,13.0,2.0,北北東,0,1
2018,11,28,10,15.1,2.1,北北西,0,1
2018,11,28,11,16.4,1.7,東北東,0,1
2018,11,28,12,16.9,1.6,北東,0,1
2018,11,28,13,17.6,0.9,北西,0,1
2018,11,28,14,18.1,0.9,東南東,0,1
2018,11,28,15,17.7,2.2,東南東,0,1
2018,11,28,16,15.3,1.5,東,0,1
2018,11,28,17,16.0,1.4,北北西,0,1
2018,11,28,18,16.9,3.3,北東,0,1
2018,11,28,19,16.3,2.1,北北東,0,1
2018,11,28,20,16.5,2.2,北北東,0,1
2018,11,28,21,15.9,2.1,北北西,0,1
2018,11,28,22,15.8,2.3,北北西,0,1
2018,11,28,23,15.4,1.9,北北西,0,1
2018,11,28,24,14.0,2.3,北北西,0.0,0
2018,11,29,1,12.4,1.6,北北東,0.5,0
2018,11,29,2,12.3,1.5,北,0.0,0
2018,11,29,3,12.7,2.9,北北東,0.0,0
2018,11,29,4,12.3,2.4,東北東,0,1
2018,11,29,5,11.6,2.2,北北東,0,1
2018,11,29,6,11.1,3.0,北東,0,1
2018,11,29,7,11.4,2.3,北東,0,1
2018,11,29,8,11.4,3.4,北東,0.0,0
2018,11,29,9,11.6,3.1,北東,0.0,0
2018,11,29,10,13.1,3.2,北東,0,1
2018,11,29,11,13.6,2.8,東北東,0,1
2018,11,29,12,14.6,3.1,東南東,0,1
2018,11,29,13,14.2,1.2,北東,0,1
2018,11,29,14,14.9,1.8,東,0,1
2018,11,29,15,14.2,2.2,東,0,1
2018,11,29,16,13.9,3.1,南東,0,1
2018,11,29,17,13.8,2.5,東南東,0,1
2018,11,29,18,13.5,3.9,南東,0,1
2018,11,29,19,13.0,4.2,南東,0.0,0
2018,11,29,20,13.1,2.0,東南東,0,1
2018,11,29,21,12.6,1.7,東,0,1
2018,11,29,22,12.3,2.5,北,0.0,0
2018,11,29,23,11.7,1.3,東北東,0,1
2018,11,29,24,12.2,1.8,北西,0,1
2018,11,30,1,11.2,1.8,北西,0,1
2018,11,30,2,11.1,3.0,北西,0,1
2018,11,30,3,10.3,2.1,北,0,1
2018,11,30,4,10.3,3.2,北北西,0,1
2018,11,30,5,9.5,2.9,北北西,0,1
2018,11,30,6,8.8,2.7,北北西,0,1
2018,11,30,7,8.7,1.9,北北西,0,1
2018,11,30,8,9.7,2.0,北北西,0,1
2018,11,30,9,11.7,2.6,北,0,1
2018,11,30,10,13.3,2.1,東北東,0,1
2018,11,30,11,14.3,2.4,北,0,1
2018,11,30,12,15.0,1.2,北,0,1
2018,11,30,13,15.8,1.5,東北東,0,1
2018,11,30,14,15.7,1.4,西北西,0,1
2018,11,30,15,15.0,2.9,南南東,0,1
2018,11,30,16,14.1,2.4,南南東,0,1
2018,11,30,17,12.4,2.3,南南東,0,1
2018,11,30,18,14.0,3.3,南南東,0,1
2018,11,30,19,14.1,2.2,南東,0,1
2018,11,30,20,13.8,3.0,東,0,1
2018,11,30,21,13.3,2.2,東南東,0,1
2018,11,30,22,12.1,2.2,北東,0,1
2018,11,30,23,11.8,2.2,北,0,1
2018,11,30,24,10.7,3.4,北北西,0,1
2018,12,1,1,9.9,2.7,北北西,0,1
2018,12,1,2,9.2,2.3,北北西,0,1
2018,12,1,3,8.9,3.1,北北西,0,1
2018,12,1,4,8.9,4.3,北西,0,1
2018,12,1,5,8.3,2.1,北北西,0,1
2018,12,1,6,8.4,2.0,北西,0,1
2018,12,1,7,8.5,2.2,西,0,1
2018,12,1,8,9.8,1.6,西,0,1
2018,12,1,9,11.7,0.9,西,0,1
2018,12,1,10,13.9,2.1,南,0,1
2018,12,1,11,14.9,2.3,南西,0,1
2018,12,1,12,15.7,2.0,西南西,0,1
2018,12,1,13,15.8,1.1,北東,0,1
2018,12,1,14,16.7,0.7,北西,0,1
2018,12,1,15,16.1,2.1,北北東,0,1
2018,12,1,16,15.8,2.2,北北西,0,1
2018,12,1,17,14.7,3.2,北北西,0,1
2018,12,1,18,13.6,4.6,北北西,0,1
2018,12,1,19,13.0,4.9,北北西,0,1
2018,12,1,20,12.0,5.1,北西,0,1
2018,12,1,21,11.2,4.4,北西,0,1
2018,12,1,22,10.8,3.3,北北西,0,1
2018,12,1,23,10.6,2.2,北,0,1
2018,12,1,24,10.0,3.0,北北東,0,1
2018,12,2,1,9.8,2.9,北北東,0,1
2018,12,2,2,8.6,1.7,北北西,0,1
2018,12,2,3,8.6,1.3,北北東,0,1
2018,12,2,4,8.1,2.2,北北東,0,1
2018,12,2,5,8.5,2.3,北北西,0,1
2018,12,2,6,8.3,2.4,北西,0,1
2018,12,2,7,8.0,1.8,北北西,0,1
2018,12,2,8,8.3,2.8,北北西,0,1
2018,12,2,9,8.9,2.8,北西,0,1
2018,12,2,10,9.6,2.2,北北西,0,1
2018,12,2,11,10.5,2.6,北北西,0,1
2018,12,2,12,10.3,1.7,北北西,0,1
2018,12,2,13,11.2,1.7,北,0,1
2018,12,2,14,11.4,1.6,北北西,0,1
2018,12,2,15,11.3,1.3,北西,0,1
2018,12,2,16,11.1,1.6,北北西,0,1
2018,12,2,17,11.2,2.1,北北西,0,1
2018,12,2,18,11.2,1.4,北,0,1
2018,12,2,19,11.2,2.5,北北西,0,1
2018,12,2,20,11.3,1.8,北北西,0.0,0
2018,12,2,21,11.4,2.6,北北西,0.0,0
2018,12,2,22,10.8,2.2,北西,0.0,0
2018,12,2,23,10.3,2.2,北北西,0.0,0
2018,12,2,24,10.1,2.4,北西,0,1
2018,12,3,1,10.5,4.2,北西,0,1
2018,12,3,2,10.4,2.2,北西,0.0,0
2018,12,3,3,11.0,2.0,北北西,0,1
2018,12,3,4,10.9,0.7,北北西,0,1
2018,12,3,5,10.8,0.9,北東,0,1
2018,12,3,6,10.0,0.7,東北東,0,1
2018,12,3,7,10.1,1.4,南西,0,1
2018,12,3,8,11.2,1.1,西,0,1
2018,12,3,9,13.2,2.0,西北西,0,1
2018,12,3,10,14.1,1.3,西北西,0,1
2018,12,3,11,14.6,0.6,西,0,1
2018,12,3,12,15.6,1.9,南,0.0,0
2018,12,3,13,16.3,0.9,東南東,0,1
2018,12,3,14,15.9,1.8,南東,0,1
2018,12,3,15,15.1,2.0,東南東,0,1
2018,12,3,16,14.7,1.7,南南東,0,1
2018,12,3,17,13.9,0.8,北東,0,1
2018,12,3,18,15.0,1.5,北北東,0,1
2018,12,3,19,14.9,2.0,東,0,1
2018,12,3,20,14.2,0.9,北東,0,1
2018,12,3,21,14.2,1.0,北,0,1
2018,12,3,22,13.5,1.9,北北西,0,1
2018,12,3,23,12.9,2.1,北西,0,1
2018,12,3,24,13.2,1.6,北,0,1
2018,12,4,1,13.3,1.6,北北西,0.0,0
2018,12,4,2,13.2,1.8,北西,0.0,0
2018,12,4,3,12.9,0.7,北北東,0.0,0
2018,12,4,4,12.7,1.2,北北西,0.0,0
2018,12,4,5,12.9,1.9,北北東,0,1
2018,12,4,6,12.9,1.4,北,0,1
2018,12,4,7,13.0,1.4,北,0,1
2018,12,4,8,13.4,1.1,北北西,0,1
2018,12,4,9,14.4,1.1,西北西,0,1
2018,12,4,10,15.4,0.9,北西,0,1
2018,12,4,11,16.6,0.9,西北西,0,1
2018,12,4,12,19.5,1.1,北,0,1
2018,12,4,13,20.8,2.4,南,0,1
2018,12,4,14,22.5,4.8,南,0,1
2018,12,4,15,22.9,5.9,南,0,1
2018,12,4,16,22.1,4.0,南南西,0,1
2018,12,4,17,21.4,3.9,南,0,1
2018,12,4,18,21.5,5.0,南,0,1
2018,12,4,19,21.7,5.6,南,0,1
2018,12,4,20,21.5,8.4,南,0,1
2018,12,4,21,21.7,5.4,南南西,0,1
2018,12,4,22,18.7,1.0,東南東,0.0,0
2018,12,4,23,19.7,5.0,南,0.0,0
2018,12,4,24,20.1,1.4,南西,0,1
2018,12,5,1,18.0,3.2,北西,0,1
2018,12,5,2,17.1,3.7,北西,0,1
2018,12,5,3,17.2,4.6,西北西,0,1
2018,12,5,4,17.1,1.9,北西,0,1
2018,12,5,5,17.1,2.0,北北西,0,1
2018,12,5,6,17.8,3.3,北北西,0,1
2018,12,5,7,17.8,4.8,北北西,0,1
2018,12,5,8,17.1,3.7,北北西,0.0,0
2018,12,5,9,16.9,3.2,北北西,0.0,0
2018,12,5,10,17.2,4.9,北北西,0,1
2018,12,5,11,17.5,2.5,北北西,0.0,0
2018,12,5,12,18.4,2.9,北,0.0,0
2018,12,5,13,18.6,3.2,北東,0,1
2018,12,5,14,18.7,1.3,東北東,0,1
2018,12,5,15,17.8,3.3,東北東,0,1
2018,12,5,16,17.5,2.6,東北東,0,1
2018,12,5,17,17.4,1.4,東,0,1
2018,12,5,18,17.2,3.9,東,0,1
2018,12,5,19,15.8,4.5,東,0,1
2018,12,5,20,15.1,2.9,北北東,0,1
2018,12,5,21,14.5,3.4,北東,0,1
2018,12,5,22,14.2,3.7,北東,0,1
2018,12,5,23,13.6,2.7,北,0,1
2018,12,5,24,13.1,2.1,北西,0,1
2018,12,6,1,12.7,2.8,北,0,1
2018,12,6,2,12.6,2.4,北,0,1
2018,12,6,3,12.3,2.9,北北西,0.0,0
2018,12,6,4,11.8,2.0,北北西,0.0,0
2018,12,6,5,11.5,2.3,北北西,0.0,0
2018,12,6,6,9.1,2.6,北西,1.5,0
2018,12,6,7,8.7,1.9,北北西,4.5,0
2018,12,6,8,8.6,2.9,北西,8.0,0
2018,12,6,9,9.1,2.0,北西,1.5,0
2018,12,6,10,9.3,4.0,北北西,1.5,0
2018,12,6,11,9.5,3.3,北北西,0.0,0
2018,12,6,12,9.5,3.3,北北西,0.0,0
2018,12,6,13,9.6,3.3,北北西,1.0,0
2018,12,6,14,9.6,3.2,北北西,0.0,0
2018,12,6,15,10.0,2.9,北北西,0.0,0
2018,12,6,16,9.7,2.4,北北西,0.0,0
2018,12,6,17,10.0,1.5,北北西,0.0,0
2018,12,6,18,10.0,2.3,北西,0,1
2018,12,6,19,10.2,1.6,北北西,0,1
2018,12,6,20,10.4,2.0,北北西,0.0,0
2018,12,6,21,10.1,0.6,東北東,0.0,0
2018,12,6,22,9.7,0.4,東北東,0,1
2018,12,6,23,9.3,1.5,南南西,0,1
2018,12,6,24,9.9,2.4,北西,0,1
2018,12,7,1,9.2,1.6,西北西,0,1
2018,12,7,2,9.1,0.1,静穏,0,1
2018,12,7,3,9.8,1.4,北北東,0,1
2018,12,7,4,10.1,1.6,北北東,0,1
2018,12,7,5,9.8,2.1,北,0,1
2018,12,7,6,9.2,1.8,北西,0,1
2018,12,7,7,9.0,1.4,北西,0,1
2018,12,7,8,10.7,1.1,西北西,0,1
2018,12,7,9,11.7,1.2,北西,0,1
2018,12,7,10,13.6,0.9,西,0,1
2018,12,7,11,14.8,0.6,東南東,0,1
2018,12,7,12,15.8,2.5,南南東,0,1
2018,12,7,13,16.0,2.3,南,0,1
2018,12,7,14,16.1,0.8,東,0,1
2018,12,7,15,14.9,2.0,北北東,0,1
2018,12,7,16,14.3,0.9,南東,0,1
2018,12,7,17,13.0,1.7,西北西,0,1
2018,12,7,18,13.3,2.1,北西,0,1
2018,12,7,19,13.1,2.7,北西,0,1
2018,12,7,20,13.4,2.3,北北西,0,1
2018,12,7,21,12.6,2.6,北北西,0,1
2018,12,7,22,11.4,3.3,北西,0,1
2018,12,7,23,10.9,2.2,北北西,0,1
2018,12,7,24,10.3,3.3,北西,0,1
2018,12,8,1,10.0,3.0,北北西,0,1
2018,12,8,2,9.7,3.0,北北西,0,1
2018,12,8,3,9.9,2.5,北北西,0,1
2018,12,8,4,9.4,3.4,北北西,0,1
2018,12,8,5,9.4,2.6,北北東,0,1
2018,12,8,6,8.9,2.0,北北西,0,1
2018,12,8,7,9.1,2.0,北北西,0,1
2018,12,8,8,9.2,1.9,北北西,0,1
2018,12,8,9,9.8,1.9,北北西,0,1
2018,12,8,10,10.1,1.9,北北西,0,1
2018,12,8,11,10.6,2.1,北東,0,1
2018,12,8,12,10.8,2.2,北北東,0,1
2018,12,8,13,11.0,2.6,東北東,0,1
2018,12,8,14,11.3,2.7,東南東,0,1
2018,12,8,15,10.9,1.6,東,0,1
2018,12,8,16,10.2,1.7,北東,0,1
2018,12,8,17,8.9,2.1,東,0,1
2018,12,8,18,9.4,2.7,東南東,0,1
2018,12,8,19,7.6,1.2,東北東,0,1
2018,12,8,20,8.3,2.6,北東,0,1
2018,12,8,21,8.4,1.7,北,0,1
2018,12,8,22,7.3,1.4,北,0,1
2018,12,8,23,6.3,1.1,北北西,0,1
2018,12,8,24,7.6,3.0,北北西,0,1
2018,12,9,1,8.1,2.9,北北西,0,1
2018,12,9,2,7.1,4.3,北北西,0,1
2018,12,9,3,7.7,3.8,北北西,0,1
2018,12,9,4,7.8,3.3,北北西,0,1
2018,12,9,5,7.7,3.7,北北西,0,1
2018,12,9,6,7.4,3.5,北北西,0,1
2018,12,9,7,7.4,4.2,北北西,0,1
2018,12,9,8,7.7,3.5,北北西,0,1
2018,12,9,9,8.5,2.3,北北西,0,1
2018,12,9,10,8.7,3.0,北,0,1
2018,12,9,11,8.9,2.3,北北西,0,1
2018,12,9,12,8.7,2.6,北北東,0,1
2018,12,9,13,10.3,2.8,北,0,1
2018,12,9,14,9.4,3.6,北北西,0,1
2018,12,9,15,9.8,2.8,北北西,0,1
2018,12,9,16,8.6,4.5,北西,0,1
2018,12,9,17,7.8,2.1,北北西,0,1
2018,12,9,18,7.6,2.7,北北西,0,1
2018,12,9,19,7.3,4.1,北北西,0,1
2018,12,9,20,6.9,2.7,北北西,0,1
2018,12,9,21,6.4,3.1,北北西,0,1
2018,12,9,22,5.7,2.9,北北西,0,1
2018,12,9,23,5.9,2.4,北北西,0,1
2018,12,9,24,6.0,3.4,北,0,1
2018,12,10,1,5.9,3.7,北北西,0,1
2018,12,10,2,5.9,3.4,北北西,0,1
2018,12,10,3,5.8,3.8,北北西,0,1
2018,12,10,4,5.6,3.5,北北西,0,1
2018,12,10,5,4.9,1.7,北北東,0,1
2018,12,10,6,4.9,1.9,北北東,0,1
2018,12,10,7,4.9,2.3,北,0,1
2018,12,10,8,5.5,3.3,北北西,0,1
2018,12,10,9,6.2,2.7,北北西,0,1
2018,12,10,10,6.2,1.9,北,0,1
2018,12,10,11,6.5,2.6,北北東,0,1
2018,12,10,12,7.6,2.7,北北東,0,1
2018,12,10,13,7.8,2.9,北東,0,1
2018,12,10,14,7.9,2.3,北北東,0,1
2018,12,10,15,6.9,2.1,北東,0,1
2018,12,10,16,6.1,2.0,北東,0,1
2018,12,10,17,6.2,2.5,北東,0,1
2018,12,10,18,6.2,2.4,北東,0,1
2018,12,10,19,5.2,1.9,北東,0,1
2018,12,10,20,5.8,1.7,北北東,0,1
2018,12,10,21,5.4,1.4,北,0,1
2018,12,10,22,4.9,1.1,北北西,0,1
2018,12,10,23,5.1,2.4,北西,0,1
2018,12,10,24,4.5,2.8,北北西,0,1
2018,12,11,1,3.3,1.7,北,0,1
2018,12,11,2,4.2,2.5,北北東,0,1
2018,12,11,3,3.9,1.8,北北東,0,1
2018,12,11,4,3.6,1.9,北,0,1
2018,12,11,5,1.9,2.2,北,0,1
2018,12,11,6,1.8,0.9,北北西,0,1
2018,12,11,7,2.7,2.4,北北西,0,1
2018,12,11,8,3.6,1.7,北西,0,1
2018,12,11,9,4.9,2.9,北西,0,1
2018,12,11,10,6.2,3.9,北西,0,1
2018,12,11,11,5.9,0,0,0,1
2018,12,11,12,6.2,1.7,北西,0,1
2018,12,11,13,6.7,2.2,北北西,0,1
2018,12,11,14,7.0,1.6,北北西,0,1
2018,12,11,15,7.0,2.3,北北西,0,1
2018,12,11,16,6.6,3.2,北西,0.0,0
2018,12,11,17,5.7,1.5,北西,0.0,0
2018,12,11,18,6.1,2.8,北北西,0.0,0
2018,12,11,19,5.9,3.4,北北西,0.5,0
2018,12,11,20,5.1,3.5,北北西,0.5,0
2018,12,11,21,4.3,3.5,北北西,1.0,0
2018,12,11,22,3.8,4.2,北北西,1.0,0
2018,12,11,23,3.4,4.1,北北西,1.0,0
2018,12,11,24,3.5,3.8,北北西,3.0,0
2018,12,12,1,3.3,5.0,北北西,4.0,0
2018,12,12,2,3.3,3.9,北北西,5.5,0
2018,12,12,3,3.6,5.7,北西,1.0,0
2018,12,12,4,3.8,4.2,北北西,1.5,0
2018,12,12,5,4.3,3.4,北西,0.0,0
2018,12,12,6,4.9,3.1,北北西,0.0,0
2018,12,12,7,5.1,3.0,北北西,0.0,0
2018,12,12,8,5.3,2.6,北西,1.0,0
2018,12,12,9,5.6,1.4,北,1.5,0
2018,12,12,10,5.9,3.1,北,0.5,0
2018,12,12,11,7.1,2.3,北北西,0.0,0
2018,12,12,12,7.5,1.9,北北西,0.0,0
2018,12,12,13,8.6,1.4,北北東,0,1
2018,12,12,14,9.2,1.2,北北東,0,1
2018,12,12,15,10.0,0.6,北北西,0,1
2018,12,12,16,9.0,0.7,北北西,0,1
2018,12,12,17,10.0,2.2,北北西,0,1
2018,12,12,18,10.5,4.3,北北西,0,1
2018,12,12,19,10.1,6.2,北西,0,1
2018,12,12,20,9.0,4.4,北北西,0,1
2018,12,12,21,8.3,5.2,北北西,0,1
2018,12,12,22,7.9,3.9,北北西,0,1
2018,12,12,23,7.5,5.2,北北西,0,1
2018,12,12,24,6.9,3.7,北北西,0,1
2018,12,13,1,7.1,4.9,北北西,0,1
2018,12,13,2,6.4,4.7,北北西,0,1
2018,12,13,3,6.5,3.8,北北西,0,1
2018,12,13,4,6.6,4.8,北北西,0,1
2018,12,13,5,6.5,3.7,北北西,0,1
2018,12,13,6,5.8,3.7,北北西,0,1
2018,12,13,7,6.2,3.5,北北西,0,1
2018,12,13,8,6.7,3.5,北,0,1
2018,12,13,9,7.0,3.6,北北西,0,1
2018,12,13,10,8.4,2.1,北,0.0,0
2018,12,13,11,8.2,2.8,北西,0,1
2018,12,13,12,8.4,2.5,北,0,1
2018,12,13,13,8.9,2.2,北北西,0,1
2018,12,13,14,8.7,2.1,北東,0.0,0
2018,12,13,15,7.9,1.6,北,0.0,0
2018,12,13,16,6.8,1.4,南西,0.0,0
2018,12,13,17,6.1,1.6,南南東,0.0,0
2018,12,13,18,5.6,1.5,南,0.0,0
2018,12,13,19,5.7,1.7,東北東,0.5,0
2018,12,13,20,5.4,0.5,東,0,1
2018,12,13,21,4.5,1.5,東北東,0,1
2018,12,13,22,5.8,1.2,北,0,1
2018,12,13,23,6.2,1.6,北西,0,1
2018,12,13,24,4.2,0.7,南東,0,1
2018,12,14,1,4.7,2.6,北西,0,1
2018,12,14,2,3.8,2.6,西北西,0,1
2018,12,14,3,2.9,2.6,西北西,0,1
2018,12,14,4,3.6,2.6,北北西,0,1
2018,12,14,5,2.8,2.4,北西,0,1
2018,12,14,6,4.5,2.4,北北西,0,1
2018,12,14,7,6.1,5.4,北西,0,1
2018,12,14,8,6.7,4.8,北西,0,1
2018,12,14,9,8.0,6.3,北北西,0,1
2018,12,14,10,8.8,5.8,北北西,0,1
2018,12,14,11,9.5,6.2,北北西,0,1
2018,12,14,12,9.8,5.6,北北西,0,1
2018,12,14,13,9.5,5.1,北北西,0,1
2018,12,14,14,9.2,5.2,北北西,0,1
2018,12,14,15,8.4,4.5,北北西,0,1
2018,12,14,16,7.8,5.0,北北西,0,1
2018,12,14,17,7.1,3.9,北北西,0,1
2018,12,14,18,6.3,3.9,北北西,0,1
2018,12,14,19,5.8,4.4,北北西,0,1
2018,12,14,20,5.7,3.5,北北西,0,1
2018,12,14,21,5.2,3.3,北北西,0,1
2018,12,14,22,4.7,3.8,北北西,0,1
2018,12,14,23,4.8,3.5,北,0,1
2018,12,14,24,5.3,2.2,北西,0,1
2018,12,15,1,5.1,2.3,北,0,1
2018,12,15,2,5.4,3.7,北北西,0,1
2018,12,15,3,5.2,4.2,北西,0,1
2018,12,15,4,4.7,2.5,北北西,0,1
2018,12,15,5,4.5,2.9,北北西,0,1
2018,12,15,6,4.3,2.6,北北西,0,1
2018,12,15,7,4.3,3.3,北北西,0,1
2018,12,15,8,5.6,4.2,北北西,0,1
2018,12,15,9,6.8,3.7,北北西,0,1
2018,12,15,10,7.7,5.6,北北西,0,1
2018,12,15,11,8.4,6.1,北西,0,1
2018,12,15,12,9.1,5.9,北北西,0,1
2018,12,15,13,9.3,3.7,北,0,1
2018,12,15,14,8.9,3.9,北北西,0,1
2018,12,15,15,8.6,3.6,北北西,0,1
2018,12,15,16,7.7,4.3,北北西,0,1
2018,12,15,17,7.0,3.7,北北西,0,1
2018,12,15,18,6.5,3.1,北北西,0,1
2018,12,15,19,6.2,3.9,北西,0,1
2018,12,15,20,5.2,3.6,北西,0,1
2018,12,15,21,4.2,2.7,北西,0,1
2018,12,15,22,3.3,2.0,北西,0,1
2018,12,15,23,3.5,2.1,北,0,1
2018,12,15,24,3.7,1.5,北東,0,1
2018,12,16,1,2.9,1.7,北,0,1
2018,12,16,2,2.1,1.9,北西,0,1
2018,12,16,3,1.6,2.3,北西,0,1
2018,12,16,4,1.7,2.4,西北西,0,1
2018,12,16,5,1.8,2.6,西北西,0,1
2018,12,16,6,1.1,1.4,北西,0,1
2018,12,16,7,0.9,1.7,西北西,0,1
2018,12,16,8,2.1,1.3,北西,0,1
2018,12,16,9,3.1,1.7,北,0,1
2018,12,16,10,4.3,1.8,北北西,0,1
2018,12,16,11,4.9,1.7,北,0,1
2018,12,16,12,5.3,1.8,北北西,0,1
2018,12,16,13,4.8,1.5,北北西,0.0,0
2018,12,16,14,4.7,1.2,北,0.0,0
2018,12,16,15,5.1,1.1,北西,0.0,0
2018,12,16,16,4.6,1.2,北北西,0,1
2018,12,16,17,4.5,1.1,北北東,0,1
2018,12,16,18,4.7,2.1,北西,0,1
2018,12,16,19,3.4,0.9,北北西,0,1
2018,12,16,20,3.5,0.9,北西,0,1
2018,12,16,21,3.2,1.3,北西,0,1
2018,12,16,22,3.1,0.6,西,0,1
2018,12,16,23,3.1,1.2,西北西,0,1
2018,12,16,24,3.5,1.1,北東,0,1
2018,12,17,1,4.7,0.8,北北西,0,1
2018,12,17,2,4.4,1.6,北西,0,1
2018,12,17,3,4.3,2.0,北西,0.0,0
2018,12,17,4,3.4,1.3,西北西,0.0,0
2018,12,17,5,3.7,1.9,北北西,0.0,0
2018,12,17,6,3.5,0.3,北北東,0.5,0
2018,12,17,7,4.2,1.0,北東,0.5,0
2018,12,17,8,5.0,0.9,北西,0.5,0
2018,12,17,9,5.7,0.6,北東,0.5,0
2018,12,17,10,4.7,2.8,北北西,0.5,0
2018,12,17,11,5.8,1.9,北,0,1
2018,12,17,12,7.3,3.0,北西,0,1
2018,12,17,13,9.6,0.8,北北東,0,1
2018,12,17,14,11.0,0.8,南,0,1
2018,12,17,15,10.9,2.7,南,0,1
2018,12,17,16,9.1,2.1,南,0,1
2018,12,17,17,7.8,1.3,北北東,0,1
2018,12,17,18,8.8,1.8,北北東,0,1
2018,12,17,19,8.4,2.5,西北西,0,1
2018,12,17,20,7.8,2.9,北西,0,1
2018,12,17,21,8.2,2.3,西北西,0,1
2018,12,17,22,7.9,2.0,北西,0,1
2018,12,17,23,6.3,1.5,北西,0,1
2018,12,17,24,6.8,1.6,北西,0,1
2018,12,18,1,6.4,1.0,北西,0.0,0
2018,12,18,2,7.1,3.4,北西,0,1
2018,12,18,3,7.2,2.5,北西,0,1
2018,12,18,4,7.7,3.1,北西,0,1
2018,12,18,5,7.9,3.1,北西,0,1
2018,12,18,6,7.3,3.9,北西,0,1
2018,12,18,7,6.9,3.4,北北西,0,1
2018,12,18,8,7.4,4.6,北北西,0,1
2018,12,18,9,8.9,4.9,北北西,0,1
2018,12,18,10,10.5,4.5,北西,0,1
2018,12,18,11,11.9,3.7,北北西,0,1
2018,12,18,12,12.3,1.2,北,0,1
2018,12,18,13,11.9,1.7,西南西,0,1
2018,12,18,14,12.1,1.9,南南東,0,1
2018,12,18,15,11.4,3.2,南南東,0,1
2018,12,18,16,11.2,3.3,南,0,1
2018,12,18,17,10.8,3.3,南,0,1
2018,12,18,18,10.0,2.8,南,0,1
2018,12,18,19,8.7,1.9,南,0,1
2018,12,18,20,9.1,2.3,西,0,1
2018,12,18,21,7.5,1.8,北西,0,1
2018,12,18,22,7.6,3.2,西北西,0,1
2018,12,18,23,6.0,2.0,西,0,1
2018,12,18,24,5.3,0.9,西,0,1
2018,12,19,1,4.8,0.7,北北東,0,1
2018,12,19,2,6.2,1.8,北北西,0,1
2018,12,19,3,6.3,1.4,北北西,0,1
2018,12,19,4,5.4,2.1,西北西,0,1
2018,12,19,5,4.8,2.5,北西,0,1
2018,12,19,6,4.7,1.8,北西,0,1
2018,12,19,7,3.8,1.7,北西,0,1
2018,12,19,8,5.7,0.9,西南西,0,1
2018,12,19,9,8.6,1.4,西,0,1
2018,12,19,10,10.3,1.3,東北東,0,1
2018,12,19,11,11.4,1.5,南東,0,1
2018,12,19,12,11.5,2.8,南南東,0,1
2018,12,19,13,11.4,2.1,南南東,0,1
2018,12,19,14,11.9,2.6,南東,0,1
2018,12,19,15,11.9,2.6,南,0,1
2018,12,19,16,11.0,3.0,南西,0,1
